MONTH,FL_DATE,MKT_UNIQUE_CARRIER,MKT_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1/25/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,G4,1245,12223,1222305,32223,14761,1476108,34761,SFB,1413,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,G4,1310,11027,1102705,31027,14761,1476108,34761,SFB,1550,1732,102.00,0.00,,0.00,0.00,14.00,0.00,64.00
1,1/25/2026 12:00:00 AM,G4,2823,14761,1476108,34761,11027,1102705,31027,CKB,1258,1413,75.00,0.00,,0.00,32.00,0.00,0.00,0.00
1,1/25/2026 12:00:00 AM,G4,2861,14761,1476108,34761,12223,1222305,32223,HTS,1130,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,G4,504,12223,1222305,32223,11697,1169707,32467,FLL,2003,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,G4,509,11697,1169707,32467,12223,1222305,32223,HTS,1643,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,,,1.00,B,0.00,,,,
1,1/25/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1202,87.00,0.00,,0.00,0.00,0.00,0.00,4.00
1,1/26/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1400,96.00,0.00,,0.00,22.00,4.00,0.00,74.00
1,1/26/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2205,11.00,0.00,,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1627,54.00,0.00,,0.00,0.00,0.00,0.00,50.00
1,1/26/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1813,53.00,0.00,,0.00,3.00,17.00,0.00,50.00
1,1/26/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2143,-6.00,0.00,,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,1343,233.00,0.00,,0.00,0.00,0.00,0.00,111.00
1,1/26/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1509,209.00,0.00,,0.00,0.00,35.00,0.00,209.00
1,1/26/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2215,60.00,0.00,,0.00,60.00,10.00,0.00,0.00
1,1/26/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,2327,458.00,0.00,,0.00,0.00,41.00,0.00,0.00
1,1/26/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1655,26.00,0.00,,0.00,25.00,0.00,0.00,0.00
1,1/26/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1914,41.00,0.00,,0.00,41.00,34.00,0.00,0.00
1,1/26/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1518,91.00,0.00,,1.00,,,,
1,1/26/2026 12:00:00 AM,G4,1036,12223,1222305,32223,14112,1411206,33195,PIE,2129,2252,83.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/26/2026 12:00:00 AM,G4,2626,14112,1411206,33195,12223,1222305,32223,HTS,1843,1949,66.00,0.00,,0.00,55.00,0.00,0.00,8.00
1,1/26/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,2110,213.00,0.00,,0.00,213.00,17.00,0.00,0.00
1,1/26/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,,,1.00,C,0.00,,,,
1,1/26/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,,,1.00,B,0.00,,,,
1,1/26/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1637,140.00,0.00,,0.00,140.00,13.00,0.00,0.00
1,1/26/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,2143,214.00,0.00,,0.00,0.00,40.00,0.00,214.00
1,1/26/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,,,1.00,B,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,,,1.00,B,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,,,1.00,B,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,,,1.00,B,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,1141,236.00,0.00,,0.00,207.00,0.00,0.00,0.00
1,1/27/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1347,192.00,0.00,,0.00,0.00,0.00,0.00,172.00
1,1/27/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1550,206.00,0.00,,0.00,24.00,0.00,0.00,159.00
1,1/27/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,0046,172.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/27/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,,,1.00,B,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1545,12.00,0.00,,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1725,5.00,0.00,,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2140,-9.00,0.00,,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0555,-5.00,0.00,,0.00,,,,
1,1/27/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,1150,120.00,0.00,,0.00,109.00,0.00,0.00,0.00
1,1/27/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1322,102.00,0.00,,0.00,0.00,17.00,0.00,102.00
1,1/27/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,1031,84.00,0.00,,0.00,79.00,0.00,0.00,0.00
1,1/27/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1237,83.00,0.00,,0.00,78.00,0.00,0.00,0.00
1,1/27/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,1059,284.00,0.00,,0.00,280.00,0.00,0.00,0.00
1,1/27/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2228,73.00,0.00,,0.00,73.00,21.00,0.00,0.00
1,1/27/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,1717,88.00,0.00,,0.00,84.00,0.00,0.00,0.00
1,1/27/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1707,38.00,0.00,,0.00,38.00,8.00,0.00,0.00
1,1/27/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1923,50.00,0.00,,0.00,23.00,0.00,0.00,0.00
1,1/27/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1514,87.00,0.00,,0.00,87.00,6.00,0.00,0.00
1,1/27/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1826,49.00,0.00,,0.00,0.00,0.00,0.00,34.00
1,1/27/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,,,1.00,B,0.00,,,,
1,1/27/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,,,1.00,B,0.00,,,,
1,1/27/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,,,1.00,C,0.00,,,,
1,1/27/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,,,1.00,B,0.00,,,,
1,1/27/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1456,39.00,0.00,,0.00,0.00,6.00,0.00,39.00
1,1/27/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1828,19.00,0.00,,0.00,19.00,2.00,0.00,0.00
1,1/27/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0740,50.00,0.00,,0.00,50.00,14.00,0.00,0.00
1,1/28/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1757,34.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/28/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,2016,64.00,0.00,,0.00,31.00,0.00,0.00,22.00
1,1/28/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,,,1.00,B,0.00,,,,
1,1/28/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,1419,394.00,0.00,,0.00,0.00,0.00,0.00,358.00
1,1/28/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1145,70.00,0.00,,0.00,70.00,39.00,0.00,0.00
1,1/28/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1336,72.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/28/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2151,-3.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,,,1.00,B,0.00,,,,
1,1/28/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1554,21.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1727,7.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2152,3.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0550,-10.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0942,-8.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1131,-9.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,1258,231.00,0.00,,0.00,228.00,0.00,0.00,0.00
1,1/28/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1507,233.00,0.00,,0.00,210.00,0.00,0.00,0.00
1,1/28/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,1633,618.00,0.00,,0.00,606.00,0.00,0.00,0.00
1,1/28/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2209,54.00,0.00,,0.00,54.00,1.00,0.00,0.00
1,1/28/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,1620,31.00,0.00,,0.00,22.00,0.00,0.00,0.00
1,1/28/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1625,-4.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1832,-1.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1409,22.00,0.00,,0.00,22.00,5.00,0.00,0.00
1,1/28/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1731,-6.00,0.00,,0.00,34.00,0.00,0.00,0.00
1,1/28/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,,,1.00,B,0.00,,,,
1,1/28/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,,,1.00,B,0.00,,,,
1,1/28/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,,,1.00,B,0.00,,,,
1,1/28/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,,,1.00,B,0.00,,,,
1,1/28/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1407,-10.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1811,2.00,0.00,,0.00,,,,
1,1/28/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0647,-3.00,0.00,,0.00,23.00,0.00,0.00,0.00
1,1/29/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,1832,69.00,0.00,,0.00,0.00,0.00,0.00,64.00
1,1/29/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,2013,61.00,0.00,,0.00,0.00,0.00,0.00,46.00
1,1/29/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,,,1.00,B,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0739,-6.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1051,16.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1235,11.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,2150,-4.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2040,2218,98.00,0.00,,0.00,36.00,0.00,0.00,56.00
1,1/29/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1526,-7.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1707,-13.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2141,-8.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0551,-9.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0943,-7.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1129,-11.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,0939,32.00,0.00,,0.00,0.00,2.00,0.00,0.00
1,1/29/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1148,34.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/29/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,1044,269.00,0.00,,0.00,269.00,22.00,0.00,0.00
1,1/29/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,2220,65.00,0.00,,0.00,47.00,0.00,0.00,0.00
1,1/29/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,1640,51.00,0.00,,0.00,41.00,0.00,0.00,0.00
1,1/29/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1628,-1.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1825,-8.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1446,59.00,0.00,,0.00,56.00,0.00,0.00,0.00
1,1/29/2026 12:00:00 AM,G4,1245,12223,1222305,32223,14761,1476108,34761,SFB,1413,1738,205.00,0.00,,0.00,94.00,0.00,0.00,105.00
1,1/29/2026 12:00:00 AM,G4,1310,11027,1102705,31027,14761,1476108,34761,SFB,1550,1608,18.00,0.00,,0.00,1.00,27.00,0.00,17.00
1,1/29/2026 12:00:00 AM,G4,2851,14761,1476108,34761,12223,1222305,32223,HTS,1130,1256,86.00,0.00,,0.00,86.00,25.00,0.00,0.00
1,1/29/2026 12:00:00 AM,G4,2923,14761,1476108,34761,11027,1102705,31027,CKB,1258,1258,0.00,0.00,,0.00,0.00,17.00,0.00,0.00
1,1/29/2026 12:00:00 AM,G4,504,12223,1222305,32223,11697,1169707,32467,FLL,2004,2049,45.00,0.00,,0.00,0.00,0.00,0.00,16.00
1,1/29/2026 12:00:00 AM,G4,509,11697,1169707,32467,12223,1222305,32223,HTS,1644,1723,39.00,0.00,,0.00,0.00,0.00,0.00,37.00
1,1/29/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,1728,-9.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,,,1.00,B,0.00,,,,
1,1/29/2026 12:00:00 AM,UA,5045,13282,1328207,33282,12264,1226403,30852,IAD,2005,,,1.00,B,0.00,,,,
1,1/29/2026 12:00:00 AM,UA,5134,13282,1328207,33282,13930,1393008,30977,ORD,0840,,,1.00,B,0.00,,,,
1,1/29/2026 12:00:00 AM,UA,5138,13930,1393008,30977,13282,1328207,33282,MGW,1620,,,1.00,B,0.00,,,,
1,1/29/2026 12:00:00 AM,UA,5439,13930,1393008,30977,11146,1114608,31146,CRW,1417,1407,-10.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,UA,5790,13930,1393008,30977,11146,1114608,31146,CRW,1809,1819,10.00,0.00,,0.00,,,,
1,1/29/2026 12:00:00 AM,UA,5801,11146,1114608,31146,13930,1393008,30977,ORD,0650,0648,-2.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5049,11057,1105704,31057,11146,1114608,31146,CRW,1723,2000,157.00,0.00,,0.00,57.00,17.00,0.00,100.00
1,1/30/2026 12:00:00 AM,AA,5049,11146,1114608,31146,11057,1105704,31057,CLT,1912,2205,173.00,0.00,,0.00,0.00,0.00,0.00,149.00
1,1/30/2026 12:00:00 AM,AA,5153,11146,1114608,31146,11278,1127805,30852,DCA,0549,0549,0.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5231,11146,1114608,31146,11057,1105704,31057,CLT,0745,0739,-6.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5232,11057,1105704,31057,11146,1114608,31146,CRW,1035,1029,-6.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5232,11146,1114608,31146,11057,1105704,31057,CLT,1224,1215,-9.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5263,11057,1105704,31057,11146,1114608,31146,CRW,2154,,,1.00,B,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5367,11278,1127805,30852,11146,1114608,31146,CRW,2103,,,1.00,B,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5900,11057,1105704,31057,12223,1222305,32223,HTS,1533,1524,-9.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5900,12223,1222305,32223,11057,1105704,31057,CLT,1720,1711,-9.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5922,11057,1105704,31057,12223,1222305,32223,HTS,2149,2245,56.00,0.00,,0.00,40.00,0.00,0.00,0.00
1,1/30/2026 12:00:00 AM,AA,5955,12223,1222305,32223,11057,1105704,31057,CLT,0600,0604,4.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5985,11057,1105704,31057,12223,1222305,32223,HTS,0950,0941,-9.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,AA,5985,12223,1222305,32223,11057,1105704,31057,CLT,1140,1129,-11.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,DL,3702,10397,1039708,30397,11146,1114608,31146,CRW,0907,0907,0.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,DL,3702,11146,1114608,31146,10397,1039708,30397,ATL,1114,1105,-9.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,DL,3805,11146,1114608,31146,10397,1039708,30397,ATL,0615,0614,-1.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,DL,3810,10397,1039708,30397,11146,1114608,31146,CRW,2115,,,1.00,B,0.00,,,,
1,1/30/2026 12:00:00 AM,DL,3811,11146,1114608,31146,10397,1039708,30397,ATL,1549,1603,14.00,0.00,,0.00,0.00,1.00,0.00,0.00
1,1/30/2026 12:00:00 AM,DL,3933,10397,1039708,30397,11146,1114608,31146,CRW,1629,1623,-6.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,DL,3933,11146,1114608,31146,10397,1039708,30397,ATL,1833,1835,2.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,DL,4021,10397,1039708,30397,11146,1114608,31146,CRW,1347,1346,-1.00,0.00,,0.00,20.00,0.00,0.00,0.00
1,1/30/2026 12:00:00 AM,G4,1036,12223,1222305,32223,14112,1411206,33195,PIE,2129,2155,26.00,0.00,,0.00,0.00,0.00,0.00,0.00
1,1/30/2026 12:00:00 AM,G4,2626,14112,1411206,33195,12223,1222305,32223,HTS,1843,1846,3.00,0.00,,0.00,,,,
1,1/30/2026 12:00:00 AM,UA,4644,11146,1114608,31146,13930,1393008,30977,ORD,1737,,,1.00,B,0.00,,,,
1,1/30/2026 12:00:00 AM,UA,5025,12264,1226403,30852,13282,1328207,33282,MGW,2219,,,1.00,B,0.00,,,,
